number,date,company,peer_group_root,type_template,type_listing,region,country,isin,total_esg_score,governance_score,social_score,environment_score,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_1_9,e_1_10,e_1_11,e_1_12,e_1_1_1,e_1_2_1,e_1_2_2,e_1_2_3,e_1_2_4,e_1_2_6,e_1_2_7,e_1_2_8,e_1_3_2,e_1_3_3,e_1_3_4,e_1_3_5,e_1_7_0,e_1_7_1,e_1_7_2,e_2_1,e_2_2,e_2_1_2,e_2_1_1,e_2_1_3,e_2_1_4,e_2_1_5,e_2_1_6,e_2_1_7,e_2_1_8,e_2_1_9,e_2_1_10,e_3_2,e_3_1_1,e_3_1_2,e_3_1_3,e_3_1_4,e_3_1_5,e_3_1_6,e_3_1_7,e_3_1_8,e_3_1_9,e_3_1_10,e_3_1_11,e_3_1_12,e_3_1_13,e_3_1_14,e_3_1_15,e_3_1_16,e_3_1_17
4851,20180703,JPMorgan Japanese Investment Trust Plc,Banks,Type_A,Private,Europe,United Kingdom,GB0001740025,71.67,61.97,68.8,87,0.5,0.8,0,0.5,0.5,0.5,.,0.5,0.1,0.3,0.5,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,4,4,.,.,.,4,.,.
4852,20190701,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.72,73.67,76.04,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4853,20190603,Johnson Matthey PLC,Chemicals,A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4854,20190503,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4855,20181203,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4856,20190103,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4857,20190304,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4858,20180903,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.86,74.11,76.14,69.22,0.4,1,1.2,0,0.5,0.5,.,0.2,1,0.5,0.8,7.6,.,.,.,.,.,.,1.6,.,0.4,0.4,0.2,.,1,0,.,0.2,3,1.2,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4859,20180703,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.58,71.67,75.2,65.87,0.4,1,0.8,0.5,0.5,0.5,.,0.2,1,0.2,0,7.6,.,.,.,.,.,.,1.6,.,0.4,0,1,.,1,0,.,0.2,3,0.7,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4860,20190204,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4861,20190401,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4862,20181101,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.75,73.67,76.14,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4863,20181001,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.86,74.11,76.14,69.22,0.4,1,1.2,0,0.5,0.5,.,0.2,1,0.5,0.8,7.6,.,.,.,.,.,.,1.6,.,0.4,0.4,0.2,.,1,0,.,0.2,3,1.2,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4864,20190902,Johnson Matthey PLC,Chemicals,A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.72,73.67,76.04,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4865,20190801,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.72,73.67,76.04,69.22,0.405,1.08,1.2075,0,0.54,0.54,.,0.27,1.08,0.54,0.81,7.608,.,.,.,.,.,.,1.61,.,0.4025,0.4025,0.27,.,1.08,0,.,0.204,3,1.253,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4866,20180604,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.58,71.67,75.2,65.87,0.4,1,0.8,0.5,0.5,0.5,.,0.2,1,0.2,0,7.6,.,.,.,.,.,.,1.6,.,0.4,0,1,.,1,0,.,0.2,3,0.7,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4867,20180801,Johnson Matthey PLC,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,72.39,72.23,76.14,69.22,0.4,1,1.2,0,0.5,0.5,.,0.2,1,0.5,0.8,7.6,.,.,.,.,.,.,1.6,.,0.4,0.4,0.2,.,1,0,.,0.2,3,1.2,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4868,20170908,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,71.5,74.16,77.27,64.79,0.53,1.06,0.79,0.53,0.53,0.53,.,0.265,1.06,0.265,0,7.608,0.265,.,.,.,.,.,1.58,.,0.395,0,1.06,0,1.06,0,.,0.2,3,0.7,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4869,20171101,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.62,71.83,75.2,65.87,0.405,1.08,0.805,0.54,0.54,0.54,.,0.27,1.08,0.27,0,7.608,.,.,.,.,.,.,1.61,.,0.4025,0,1.08,.,1.08,0,.,0.204,3,0.716,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4870,20180502,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.58,71.67,75.2,65.87,0.4,1,0.8,0.5,0.5,0.5,.,0.2,1,0.2,0,7.6,.,.,.,.,.,.,1.6,.,0.4,0,1,.,1,0,.,0.2,3,0.7,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4871,20180402,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.58,71.67,75.2,65.87,0.4,1,0.8,0.5,0.5,0.5,.,0.2,1,0.2,0,7.6,.,.,.,.,.,.,1.6,.,0.4,0,1,.,1,0,.,0.2,3,0.7,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4872,20180301,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.58,71.67,75.2,65.87,0.4,1,0.8,0.5,0.5,0.5,.,0.2,1,0.2,0,7.6,.,.,.,.,.,.,1.6,.,0.4,0,1,.,1,0,.,0.2,3,0.7,0,.,.,.,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.
4873,20180201,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.62,71.83,75.2,65.87,0.405,1.08,0.805,0.54,0.54,0.54,.,0.27,1.08,0.27,0,7.608,.,.,.,.,.,.,1.61,.,0.4025,0,1.08,.,1.08,0,.,0.204,3,0.716,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4874,20171002,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.62,71.83,75.2,65.87,0.405,1.08,0.805,0.54,0.54,0.54,.,0.27,1.08,0.27,0,7.608,.,.,.,.,.,.,1.61,.,0.4025,0,1.08,.,1.08,0,.,0.204,3,0.716,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4875,20171206,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.62,71.83,75.2,65.87,0.405,1.08,0.805,0.54,0.54,0.54,.,0.27,1.08,0.27,0,7.608,.,.,.,.,.,.,1.61,.,0.4025,0,1.08,.,1.08,0,.,0.204,3,0.716,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4876,20180109,Johnson Matthey Plc,Chemicals,Type_A,Public,Europe,United Kingdom,GB00BZ4BQC70,70.62,71.83,75.2,65.87,0.405,1.08,0.805,0.54,0.54,0.54,.,0.27,1.08,0.27,0,7.608,.,.,.,.,.,.,1.61,.,0.4025,0,1.08,.,1.08,0,.,0.204,3,0.716,0,.,.,.,.,.,.,.,.,2.04,2.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.51,.
4877,20180301,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,70.09,62.1,70.06,75.12,3,2.2,.,.,4.1,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,2.7,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4878,20180201,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,70.12,62.1,70.15,75.12,3.0938,2.2,.,.,4.125,.,.,.,.,.,.,11.88,.,.,.,.,.,.,.,.,.,.,.,.,2.75,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4879,20180109,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,70.12,62.1,70.15,75.12,3.0938,2.2,.,.,4.125,.,.,.,.,.,.,11.88,.,.,.,.,.,.,.,.,.,.,.,.,2.75,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4880,20171206,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,70.12,62.1,70.15,75.12,3.0938,2.2,.,.,4.125,.,.,.,.,.,.,11.88,.,.,.,.,.,.,.,.,.,.,.,.,2.75,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4881,20171101,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,70.12,62.1,70.15,75.12,3.0938,2.2,.,.,4.125,.,.,.,.,.,.,11.88,.,.,.,.,.,.,.,.,.,.,.,.,2.75,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4882,20171002,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,70.12,62.1,70.15,75.12,3.0938,2.2,.,.,4.125,.,.,.,.,.,.,11.88,.,.,.,.,.,.,.,.,.,.,.,.,2.75,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4883,20170908,John Wood Group PLC,Energy Services,Type_B,Public,Europe,United Kingdom,GB00B5N0P849,69.1,73.8,70.15,65.25,1.5,1.6,.,.,3,.,.,.,.,.,.,12,.,.,.,0,.,.,.,.,.,.,.,.,2,.,.,0,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4884,20190801,John Laing Ltd.,Diversified Financials,Type_A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4885,20190304,John Laing Ltd.,Diversified Financials,Type_A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4886,20190701,John Laing Ltd.,Diversified Financials,Type_A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4887,20190401,John Laing Ltd.,Diversified Financials,Type_A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4888,20190603,John Laing Ltd.,Diversified Financials,A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4889,20190902,John Laing Ltd.,Diversified Financials,A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4890,20190503,John Laing Ltd.,Diversified Financials,Type_A,Private,Europe,United Kingdom,SUSTFFA7B6EA,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4891,20190902,John Laing Group PLC,Diversified Financials,B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4892,20190801,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4893,20190701,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4894,20190603,John Laing Group PLC,Diversified Financials,B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4895,20190503,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4896,20190401,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4897,20190304,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.45,50.89,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4898,20190204,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.21,50.26,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4899,20190103,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.21,50.26,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4900,20181203,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.21,50.26,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4901,20181101,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.21,50.26,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4902,20181001,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,55.21,50.26,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4903,20180903,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4904,20180801,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4905,20180703,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4906,20180604,John Laing Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4907,20180502,John Laing Group plc,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4908,20180402,John Laing Group plc,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4909,20180301,John Laing Group plc,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.1,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4910,20180201,John Laing Group plc,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4911,20180109,John Laing Group plc,Diversified Financials,Type_B,Public,Europe,United Kingdom,GB00BVC3CB83,56.41,53.44,65.94,50,1.125,0.4,.,.,0,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,2.4,.,.,.,.,.,.
4912,20180301,Jimmy Choo PLC,Textiles & Apparel,Type_B,Public,Europe,United Kingdom,SUST9BB9609F,46.67,54.58,48.29,39.17,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3.7,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4913,20190902,Jimmy Choo Plc,Textiles & Apparel,B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4914,20190801,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4915,20190701,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
