number,date,company,peer_group_root,type_template,type_listing,region,country,isin,total_esg_score,governance_score,social_score,environment_score,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_1_9,e_1_10,e_1_11,e_1_12,e_1_1_1,e_1_2_1,e_1_2_2,e_1_2_3,e_1_2_4,e_1_2_6,e_1_2_7,e_1_2_8,e_1_3_2,e_1_3_3,e_1_3_4,e_1_3_5,e_1_7_0,e_1_7_1,e_1_7_2,e_2_1,e_2_2,e_2_1_2,e_2_1_1,e_2_1_3,e_2_1_4,e_2_1_5,e_2_1_6,e_2_1_7,e_2_1_8,e_2_1_9,e_2_1_10,e_3_2,e_3_1_1,e_3_1_2,e_3_1_3,e_3_1_4,e_3_1_5,e_3_1_6,e_3_1_7,e_3_1_8,e_3_1_9,e_3_1_10,e_3_1_11,e_3_1_12,e_3_1_13,e_3_1_14,e_3_1_15,e_3_1_16,e_3_1_17
314,20181101,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.75,74.7,73.01,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
315,20171206,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,73.34,71.9,74.63,73.09,1.0577,1.2692,0,1.0577,0.5288,0.5288,.,0.1322,0.5288,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,2.1154,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
316,20190503,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
317,20171206,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,72.91,67.55,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
318,20190304,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
319,20190401,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
320,20180903,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
321,20180502,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
322,20180109,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,72.91,67.55,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
323,20181001,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
324,20181203,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
325,20171101,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,72.91,67.55,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
326,20190902,WH Smith PLC,Retailing,B,Public,Europe,United Kingdom,GB00B2PDGW16,73.36,63.55,77.44,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
327,20180604,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
328,20171002,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,72.91,67.55,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
329,20190603,WH Smith PLC,Retailing,B,Public,Europe,United Kingdom,GB00B2PDGW16,71.91,63.55,73.81,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
330,20180402,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
331,20190801,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,73.36,63.55,77.44,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
332,20190503,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
333,20190204,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
334,20170908,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,76.84,75.75,82.26,71.43,0.75,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
335,20180703,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
336,20180201,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
337,20180801,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
338,20181101,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
339,20190701,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,71.91,63.55,73.81,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
340,20180301,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.2,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
341,20190103,WH Smith PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00B2PDGW16,70.86,59.35,73.82,75.71,2.25,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3.6,4,.,.,.,.,.,.,.,.,.,.,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
342,20190902,Westpac Securities NZ Ltd. (London Branch),Banks,A,Private,Europe,United Kingdom,SUSTE2C8584D,81.34,77.51,81.35,86.17,0.5,0.8,0,0.5,0.5,0.5,.,0.125,0.125,0.5,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,1.2,1,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,4,4,.,.,.,4,.,.
343,20190503,Western Power Distribution (South West) Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS1718489898,64.84,72.25,73.48,54.97,0.2803,1.3327,0.2958,0.8329,0.5605,0.5605,.,0,0,0.5553,0.1121,8.568,.,0.7784,.,.,.,.,1.1106,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.5189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
344,20190603,Western Power Distribution (South West) Plc,Utilities,A,Private,Europe,United Kingdom,XS1718489898,64.84,72.25,73.48,54.97,0.2803,1.3327,0.2958,0.833,0.5605,0.5605,.,0,0,0.5553,0.1121,8.568,.,0.7784,.,.,.,.,1.1106,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
345,20190401,Western Power Distribution (South West) Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS1718489898,65.4,72.25,73.48,56.21,0.2803,1.3327,0.2958,0.8329,0.5605,0.5605,.,0,0,0.5553,0.1121,8.568,.,0.7784,.,.,.,.,1.6658,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.5189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
346,20190902,Western Power Distribution (South West) Plc,Utilities,A,Private,Europe,United Kingdom,XS1718489898,64.84,72.25,73.48,54.97,0.2803,1.3327,0.2958,0.833,0.5605,0.5605,.,0,0,0.5553,0.1121,8.568,.,0.7784,.,.,.,.,1.1106,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
347,20190701,Western Power Distribution (South West) Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS1718489898,64.84,72.25,73.48,54.97,0.2803,1.3327,0.2958,0.833,0.5605,0.5605,.,0,0,0.5553,0.1121,8.568,.,0.7784,.,.,.,.,1.1106,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
348,20190801,Western Power Distribution (South West) Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS1718489898,64.84,72.25,73.48,54.97,0.2803,1.3327,0.2958,0.833,0.5605,0.5605,.,0,0,0.5553,0.1121,8.568,.,0.7784,.,.,.,.,1.1106,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
349,20190304,Western Power Distribution (South West) Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS1718489898,67.54,72.25,73.48,60.96,0.2803,1.3327,0.2958,0.8329,0.5605,0.5605,.,0,0,0.5553,0.1121,10.71,.,0.7784,.,.,.,.,1.6658,.,0.4178,0.8355,0.8355,.,1.1106,.,.,0.6227,2,0.4152,0,.,.,.,.,.,.,.,.,2.9998,0.5189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
350,20180402,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
351,20190304,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
352,20181203,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
353,20190701,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
354,20180109,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
355,20171206,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
356,20171002,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
357,20180903,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
358,20180301,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
359,20190401,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
360,20180801,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
361,20181101,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
362,20190801,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
363,20190204,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
364,20180604,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
365,20190503,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
366,20170908,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,48.82,52.36,57.26,35.33,0,0,0,0.5,0,0,.,0,0,0,0,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
367,20180201,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
368,20190103,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
369,20181001,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
370,20180703,West Bromwich Building Society,Banks,Type_A,Public,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
371,20180502,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
372,20171101,West Bromwich Building Society,Banks,Type_A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
373,20190603,West Bromwich Building Society,Banks,A,Private,Europe,United Kingdom,GB00B0CX2M20,46.15,46.35,55.06,36.38,0,0,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.6,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
374,20190902,West Bromwich Building Society,Banks,A,Public,Europe,United Kingdom,GB00B0CX2M20,47.25,46.81,56.72,37.71,0,0.2,0,0.5,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,5.02,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.
375,20190304,Wessex Water Services Finance Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
376,20190902,Wessex Water Services Finance Plc,Utilities,A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
377,20190701,Wessex Water Services Finance Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
378,20190503,Wessex Water Services Finance Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
379,20190801,Wessex Water Services Finance Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
380,20190603,Wessex Water Services Finance Plc,Utilities,A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
381,20190401,Wessex Water Services Finance Plc,Utilities,Type_A,Private,Europe,United Kingdom,XS0178489844,49.54,47,53.64,48.22,0.5,1.2,.,.,0,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,1,1,1,.,0.5,.,.,0,2,.,.,.,.,.,.,.,.,.,.,3,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
