Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
WANHUA CHEMICAL GROUP LTD A,CNE0000016J9,SBP3R3S16,0.0%,Materials,China,B
WANT WANT CHINA HOLDINGS LTD,KYG9431R1039,SB2Q14Z34,0.0%,Consumer Staples,China,BBB
WEIBO ADR REPRESENTING CORP,US9485961018,948596101,0.0%,Communication Services,China,CCC
WEICHAI POWER LTD A,CNE1000000D4,SBD5CQ035,0.0%,Industrials,China,CCC
WEICHAI POWER LTD H,CNE1000004L9,S67439562,0.1%,Industrials,China,CCC
WEIHAI GUANGWEI COMPOSITES LTD A,CNE1000034T9,SBFY8H811,0.0%,Materials,China,CCC
WEIMOB INC,KYG9T20A1060,SBGHWHF46,0.0%,Information Technology,China,BB
WENS FOODSTUFF GROUP LTD,CNE100002508,SBD5CPT51,0.0%,Consumer Staples,China,BB
WEST CHINA CEMENT LTD,JE00B3MW7P88,SB4N6NB46,0.0%,Materials,China,BB
WESTERN MINING LTD A,CNE100000619,SBP3R7X45,0.0%,Materials,China,B
WESTERN SECURITIES CO LTD A,CNE100001D96,SBD5CP730,0.0%,Financials,China,BB
WESTERN SUPERCONDUCTING TECHNOLOGI,CNE100003MF3,SBK71F005,0.0%,Materials,China,CCC
WESTONE INFORMATION INDUSTRY INC A,CNE100000CM6,SBD5CK897,0.0%,Information Technology,China,BB
WHARF (HOLDINGS) LTD,HK0004000045,S64355761,0.0%,Real Estate,China,BBB
WILL SEMICONDUCTOR SHANGHAI LTD A,CNE100002XM8,SBK947V28,0.0%,Information Technology,China,CCC
WILMAR INTERNATIONAL LTD,SG1T56930848,SB17KC697,0.0%,Consumer Staples,China,A
WINGTECH TECHNOLOGY LTD A,CNE000000M72,SBK4PZC74,0.0%,Information Technology,China,BB
WINNING HEALTH TECHNOLOGY GROUP LT,CNE1000016F5,SBD5CKZ63,0.0%,Health Care,China,BB
WUCHAN ZHONGDA GROUP LTD A,CNE000000KF4,SBP3RFD07,0.0%,Consumer Discretionary,China,BB
WUHAN GUIDE INFRARED LTD A,CNE100000RK8,SBD5CGD66,0.0%,Information Technology,China,B
WULIANGYE YIBIN LTD A,CNE000000VQ8,SBD5CPG22,0.0%,Consumer Staples,China,B
WUS PRINTED CIRCUIT (KUNSHAN) LTD,CNE100000SP5,SBD5C7Z54,0.0%,Information Technology,China,BB
WUXI APPTEC LTD A,CNE1000031K4,SBHWLWV43,0.0%,Health Care,China,AA
WUXI APPTEC LTD H,CNE100003F19,SBGHH0L68,0.0%,Health Care,China,AA
WUXI BIOLOGICS CAYMAN INC,KYG970081173,SBL6B9P10,0.0%,Health Care,China,A
WUXI LEAD INTELLIGENT EQUIPMENT LT,CNE100001ZF9,SBD6QWJ50,0.0%,Industrials,China,BB
WUXI SHANGJI AUTOMATION LTD A,CNE100003JF9,SBK948087,0.0%,Industrials,China,B
XCMG CONSTRUCTION MACHINERY LTD A,CNE000000FH0,SBD5CM273,0.0%,Industrials,China,B
XD INC,KYG9830N1097,SBKF2W488,0.0%,Communication Services,China,
XIABUXIABU CATERING MANAGEMENT (CH,KYG982971072,SBTF4P599,0.0%,Consumer Discretionary,China,
XIAMEN C&D INC A,CNE000000WL7,SBP3R6L57,0.0%,Industrials,China,CCC
XIAMEN FARATRONIC LTD A,CNE000001D72,SBP3RDD69,0.0%,Information Technology,China,B
XIAMEN G-BITS NETWORK TECHNOLOGY L,CNE100002GK7,SBYZQW376,0.0%,Communication Services,China,BB
XIAMEN INTRETECH INC A,CNE1000033H6,SBDC41P29,0.0%,Consumer Discretionary,China,BB
XIAMEN TUNGSTEN LTD A,CNE000001D15,SBP3R6F96,0.0%,Materials,China,CCC
XIAOMI CORP,KYG9830T1067,SBG0ZMJ94,0.0%,Information Technology,China,B
XINHUA WINSHARE PUBLISHING AND MED,CNE1000004B0,SB1XCJB31,0.0%,Consumer Discretionary,China,
XINJIANG GOLDWIND SCIENCE AND TECH,CNE100000PP1,SB59GZJ73,0.0%,Industrials,China,AA
XINJIANG GOLDWIND SCIENCE&TECHNOLO,CNE1000008S5,SBD5CQ589,0.0%,Industrials,China,AA
XINJIANG ZHONGTAI CHEMICAL GROUP L,CNE000001PP0,SBD5CB970,0.0%,Materials,China,BBB
XINYI GLASS HOLDINGS LTD,KYG9828G1082,SB05NXN78,0.0%,Industrials,China,BB
XINYI SOLAR HOLDINGS LTD,KYG9829N1025,SBGQYNN18,0.0%,Information Technology,China,A
XPENG ADR REPRESENTING  INC,US98422D1054,98422D105,0.0%,Consumer Discretionary,China,AA
XTEP INTERNATIONAL LTD,KYG982771092,SB2RJYH86,0.0%,Consumer Discretionary,China,
YADEA GROUP HOLDINGS LTD,KYG9830F1063,SBZ04KX95,0.0%,Consumer Discretionary,China,AAA
YANGZHOU YANGJIE ELECTRONIC TECHNO,CNE100001R90,SBD5LTF66,0.0%,Information Technology,China,
YANGZIJIANG SHIPBUILDING HOLDINGS,SG1U76934819,SB1VT0352,0.1%,Industrials,China,BB
YANKUANG ENERGY GROUP COMPANY LTD,CNE1000004Q8,S61098935,0.0%,Energy,China,B
YANKUANG ENERGY GROUP LTD A,CNE000000WV6,SBP3R5S52,0.0%,Energy,China,B
YANTAI JEREH OILFIELD SERVICES GRO,CNE100000L55,SBD5CMC72,0.0%,Energy,China,BB
YEAHKA LTD,KYG9835C1087,SBL58D394,0.0%,Information Technology,China,
YEALINK NETWORK TECHNOLOGY LTD A,CNE100002PC5,SBFCCR077,0.0%,Information Technology,China,B
YIFENG PHARMACY CHAIN LTD A,CNE100001TS5,SBYYFJV20,0.0%,Consumer Staples,China,BB
YIHAI INTERNATIONAL HOLDING LTD,KYG984191075,SBD9GZX78,0.0%,Consumer Staples,China,BB
YIHAI KERRY ARAWANA HOLDINGS LTD A,CNE1000048D3,SBMQBTV48,0.0%,Consumer Staples,China,CCC
YINCHENG INTERNATIONAL HOLDING LTD,KYG9841A1040,SBJ1DBN01,0.0%,Real Estate,China,
YINTAI GOLD LTD A,CNE0000012L4,SBD5CF401,0.0%,Materials,China,B
YONGHUI SUPERSTORES LTD A,CNE100000XX9,SBP3R5Q39,0.0%,Consumer Staples,China,CCC
YONGXING SPECIAL MATERIALS TECHNOL,CNE100001XB3,SBMVB2H67,0.0%,Materials,China,B
YONYOU NETWORK TECHNOLOGY LTD A,CNE0000017Y6,SBP3R6C65,0.0%,Information Technology,China,BBB
YOUNGOR GROUP LTD A,CNE000000XR2,SBP3R6R10,0.0%,Real Estate,China,B
YOUNGY LTD A,CNE1000008C9,SBD5CQT26,0.0%,Materials,China,BB
YTO EXPRESS GROUP LTD A,CNE0000012J8,SBYW5QJ15,0.0%,Industrials,China,CCC
YUAN LONGPING HIGH-TECH AGRICULTUR,CNE000001360,SBD5CK343,0.0%,Consumer Staples,China,CCC
YUEXIU PROPERTY COMPANY LTD,HK0000745908,SBNR5PB42,0.0%,Real Estate,China,BB
YUM CHINA HOLDINGS INC,US98850P1093,SBN2BD130,0.0%,Consumer Discretionary,China,
YUM CHINA HOLDINGS INC,US98850P1093,98850P109,0.0%,Consumer Discretionary,China,
YUNDA HOLDING LTD A,CNE100000015,SBD6QV987,0.0%,Industrials,China,CCC
YUNNAN ALUMINIUM LTD A,CNE000000VG9,SBD5CB756,0.0%,Materials,China,CCC
YUNNAN BAIYAO GROUP LTD A,CNE0000008X7,SBD5CP953,0.0%,Health Care,China,A
YUNNAN BOTANEE BIO-TECHNOLOGY GROU,CNE100004G74,SBP91N439,0.0%,Consumer Staples,China,
YUNNAN ENERGY NEW MATERIALS LTD A,CNE100002BR3,SBFCCR309,0.0%,Materials,China,BBB
YUNNAN TIN LTD A,CNE0000011D3,SBD5CHF54,0.0%,Materials,China,BB
YUZHOU GROUP HOLDINGS COMPANY LTD,KYG9884T1013,SB51QBN10,0.0%,Real Estate,China,BBB
ZAI LABORATORY ADR REPRESENTING LT,US98887Q1040,98887Q104,0.0%,Health Care,China,BB
ZHANGZHOU PIENTZEHUANG PHARMACEUTI,CNE000001F21,SBP3R7Z68,0.0%,Health Care,China,B
ZHAOJIN MINING INDUSTRY LTD H,CNE1000004R6,SB1H50821,0.0%,Materials,China,CCC
ZHEFU HOLDING GROUP LTD A,CNE100000CL8,SBD5CFS47,0.0%,Industrials,China,B
ZHEJIANG CENTURY HUATONG GROUP LTD,CNE1000015R2,SBD5CG581,0.0%,Communication Services,China,CCC
ZHEJIANG CHINA COMMODITIES CITY GR,CNE000001BC8,SBP3R7892,0.0%,Real Estate,China,B
ZHEJIANG CHINT ELECTRICS LTD A,CNE100000KD8,SBP3R5K76,0.0%,Industrials,China,BB
ZHEJIANG DAHUA TECHNOLOGY LTD A,CNE100000BJ4,SBD5CNJ16,0.0%,Information Technology,China,B
ZHEJIANG DINGLI MACHINERY LTD A,CNE1000023M7,SBYZW4405,0.0%,Industrials,China,B
ZHEJIANG EXPRESSWAY LTD H,CNE1000004S4,S69907632,0.0%,Industrials,China,BB
ZHEJIANG HANGKE TECHNOLOGY A,CNE100003MW8,SBK71FG65,0.0%,Industrials,China,CCC
ZHEJIANG HUAHAI PHARMACEUTICAL LTD,CNE000001DL5,SBP3RBR68,0.0%,Health Care,China,BB
ZHEJIANG HUAYOU COBALT LTD A,CNE100001VW3,SBFF5BV20,0.0%,Materials,China,BB
ZHEJIANG JINGSHENG MECHANICAL & EL,CNE100001DJ8,SBD5M1Y24,0.0%,Information Technology,China,CCC
ZHEJIANG JIUZHOU PHARMACEUTICAL LT,CNE100001W36,SBMQBVL85,0.0%,Health Care,China,BBB
ZHEJIANG JU HUA LTD A,CNE000000WQ6,SBP3R9831,0.0%,Materials,China,CCC
ZHEJIANG LONGSHENG GROUP LTD A,CNE000001FJ4,SBP3R4W27,0.0%,Materials,China,CCC
ZHEJIANG NHU LTD A,CNE000001J84,SBD5CH662,0.0%,Health Care,China,B
ZHEJIANG ORIENT GENE BIOTECH LTD A,CNE100003RM8,SBNR4NX93,0.0%,Health Care,China,B
ZHEJIANG SANHUA INTELLIGENT CONTRO,CNE000001M22,SBD5CDC49,0.0%,Industrials,China,B
ZHEJIANG SEMIR GARMENT LTD A,CNE100001104,SBD5CM836,0.0%,Consumer Discretionary,China,B
ZHEJIANG SUPOR LTD A,CNE000001KS5,SBD5M2276,0.0%,Consumer Discretionary,China,BB
ZHEJIANG WEIMING ENVIRONMENT PROTE,CNE1000023N5,SBYZW4G28,0.0%,Industrials,China,CCC
ZHEJIANG WEIXING NEW BUILDING MATE,CNE100000MK9,SBD5LYB77,0.0%,Industrials,China,A
ZHEJIANG WOLWO BIO-PHARMACEUTICAL,CNE100001R58,SBFY8GY06,0.0%,Health Care,China,BB
ZHEJIANG YONGTAI TECHNOLOGY LTD A,CNE100000J59,SBD5CCP05,0.0%,Materials,China,BB
ZHENGZHOU COAL MINING MACHINERY GR,CNE100001LY0,SB91ZFY56,0.0%,Industrials,China,
ZHENRO PROPERTIES GROUP LTD,KYG9897E1098,SBDRHD056,0.0%,Real Estate,China,BBB
ZHESHANG SECURITIES LTD A,CNE100002R65,SBFB4KN86,0.0%,Financials,China,BB
ZHONGAN ONLINE P & C INSURANCE COR,CNE100002QY7,SBYZQ0996,0.0%,Financials,China,BB
ZHONGJI INNOLIGHT LTD A,CNE100001CY9,SBFFJRM79,0.0%,Information Technology,China,B
ZHONGSHENG GROUP HOLDINGS LTD,KYG9894K1085,SB633D979,0.0%,Consumer Discretionary,China,BBB
ZHONGTAI SECURITIES LTD A,CNE100004900,SBMXTWL22,0.0%,Financials,China,B
ZHOU HEI YA INTERNATIONAL HOLDINGS,KYG989761062,SBYXBG323,0.0%,Consumer Staples,China,
ZHUZHOU CRRC TIMES ELECTRIC LTD A,CNE100004QK2,SBMYR7103,0.0%,Industrials,China,CCC
ZHUZHOU CRRC TIMES ELECTRIC LTD H,CNE1000004X4,SB1L3XL68,0.0%,Industrials,China,CCC
ZHUZHOU HONGDA ELECTRONICS CORP LT,CNE1000035L3,SBFY8HD64,0.0%,Information Technology,China,B
ZHUZHOU KIBING GROUP LTD A,CNE100001666,SBP3RFL81,0.0%,Industrials,China,CCC
ZIBO QIXIANG TENGDA CHEMICAL LTD A,CNE100000P93,SBD5LZV49,0.0%,Materials,China,CCC
ZIJIN MINING GROUP LTD A,CNE100000B24,SBP3R4006,0.0%,Materials,China,CCC
ZIJIN MINING GROUP LTD H,CNE100000502,S67252999,0.0%,Materials,China,CCC
ZOOMLION HEAVY INDUSTRY SCIENCE AN,CNE100000X85,BRSB4R7W5,0.0%,Industrials,China,BBB
ZOOMLION HEAVY INDUSTRY SCIENCE AN,CNE000001527,SBD5CPZ13,0.0%,Industrials,China,BBB
ZTE CORP A,CNE000000TK5,SBD5CPY06,0.0%,Information Technology,China,BB
ZTE CORP H,CNE1000004Y2,SB04KP886,0.0%,Information Technology,China,BB
ZTO EXPRESS CAYMAN ADR REPRESENTIN,US98980A1051,98980A105,0.0%,Industrials,China,B
